sale_id,timestamp,product,quantity,price
89,2022-01-28 20:14:00,Pinot Noir,3,47.97
90,2022-02-07 17:51:00,Pinot Noir,1,50.86
91,2022-02-03 12:09:00,Cabernet,2,72.41
92,2022-01-24 04:07:00,Bootleg Red,3,83.8
93,2022-03-05 08:22:00,Cabernet,4,58.18
94,2022-02-20 14:31:00,Merlot,2,95.79
95,2022-01-22 17:43:00,Chardonnay,5,94.57
96,2022-01-20 15:03:00,Merlot,2,80.3
97,2022-01-19 13:46:00,Cabernet,1,98.91
98,2022-03-07 02:11:00,Bootleg Red,1,60.83
99,2022-01-29 18:20:00,Cabernet,5,12.38
100,2022-02-23 20:54:00,Pinot Noir,5,59.86
101,2022-03-04 12:22:00,Merlot,1,60.21
102,2022-01-22 02:57:00,Pinot Noir,4,57.63
103,2022-01-21 01:07:00,Chardonnay,1,49.84
104,2022-01-05 14:55:00,Chardonnay,1,90.95
105,2022-02-09 03:59:00,Pinot Noir,1,66.97
106,2022-02-09 06:31:00,Cabernet,2,22.98
107,2022-03-02 03:27:00,Chardonnay,3,65.08
108,2022-02-15 14:48:00,Merlot,2,32.67
109,2022-01-24 19:44:00,Cabernet,1,58.27
110,2022-01-25 07:25:00,Chardonnay,5,85.09
111,2022-03-01 04:16:00,Pinot Noir,2,19.47
112,2022-01-27 04:48:00,Cabernet,1,60.85
113,2022-01-31 09:20:00,Chardonnay,5,93.96
114,2022-02-15 05:03:00,Cabernet,5,24.73
115,2022-01-06 08:45:00,Merlot,1,47.28
116,2022-03-02 09:04:00,Cabernet,5,51.17
117,2022-02-19 10:45:00,Pinot Noir,3,21.58
118,2022-02-13 11:24:00,Merlot,4,78.57
119,2022-01-03 07:33:00,Merlot,1,10.96
120,2022-01-01 06:10:00,Chardonnay,4,49.2
121,2022-02-16 12:14:00,Cabernet,2,62.72
122,2022-01-22 16:28:00,Merlot,4,70.03
123,2022-02-20 20:07:00,Cabernet,1,82.73
124,2022-03-11 05:02:00,Merlot,2,34.29
125,2022-03-02 18:03:00,Pinot Noir,2,63.77
126,2022-01-13 03:05:00,Cabernet,3,13.01
127,2022-01-06 23:27:00,Chardonnay,3,58.97
128,2022-03-05 09:44:00,Pinot Noir,4,59.8
129,2022-02-14 15:39:00,Bootleg Red,3,65.32
130,2022-02-17 11:40:00,Cabernet,5,17.43
131,2022-02-12 03:18:00,Cabernet,4,63.81
132,2022-01-24 20:19:00,Bootleg Red,4,93.4
133,2022-02-18 09:42:00,Merlot,4,34.63
134,2022-01-16 16:53:00,Bootleg Red,1,72.78
135,2022-02-25 03:28:00,Chardonnay,5,20.17
136,2022-02-02 19:37:00,Merlot,5,34.27
137,2022-02-12 14:41:00,Chardonnay,4,45.1
138,2022-01-31 04:36:00,Bootleg Red,4,98.96
139,2022-01-01 11:14:00,Merlot,1,91.58
140,2022-01-28 15:44:00,Merlot,3,24.07
141,2022-02-15 22:45:00,Pinot Noir,2,15.43
142,2022-02-08 05:22:00,Chardonnay,5,95.66
143,2022-02-28 07:55:00,Pinot Noir,5,36.11
144,2022-03-01 21:44:00,Bootleg Red,2,52.52
145,2022-01-31 12:03:00,Merlot,2,33.92
146,2022-03-06 18:51:00,Chardonnay,5,89.3
147,2022-02-25 09:56:00,Chardonnay,1,18.4
148,2022-02-04 23:25:00,Chardonnay,1,16.58
149,2022-01-08 07:43:00,Chardonnay,2,23.96
150,2022-01-08 03:33:00,Merlot,3,34.41
151,2022-02-02 19:16:00,Cabernet,4,90.23
152,2022-01-22 13:46:00,Cabernet,5,64.67
153,2022-02-28 18:30:00,Chardonnay,3,71.27
154,2022-01-31 13:12:00,Chardonnay,3,43.79
155,2022-01-05 21:11:00,Merlot,2,17.78
156,2022-01-20 20:04:00,Pinot Noir,1,58.03
157,2022-02-10 16:16:00,Merlot,1,71.85
158,2022-01-17 05:47:00,Cabernet,2,40.83
159,2022-02-04 19:58:00,Chardonnay,3,99.13
160,2022-01-12 21:26:00,Merlot,5,23.16
161,2022-02-14 16:21:00,Cabernet,2,90.04
162,2022-02-06 11:29:00,Merlot,4,14.93
163,2022-01-20 04:20:00,Pinot Noir,2,25.56
164,2022-01-30 12:13:00,Chardonnay,4,33.77
165,2022-01-23 15:14:00,Pinot Noir,3,16.97
166,2022-01-26 06:09:00,Merlot,3,16.47
167,2022-01-08 03:51:00,Merlot,4,39.99
168,2022-03-10 16:22:00,Chardonnay,4,66.17
169,2022-01-29 01:47:00,Cabernet,5,86.67
170,2022-02-27 00:17:00,Cabernet,3,45.91
171,2022-01-15 07:17:00,Cabernet,1,50.96
172,2022-03-06 01:25:00,Bootleg Red,2,96.24
173,2022-01-09 00:35:00,Pinot Noir,5,11.37
174,2022-01-22 04:51:00,Pinot Noir,4,32.52
175,2022-01-08 19:17:00,Cabernet,4,21.92
176,2022-01-04 08:13:00,Bootleg Red,2,74.81
177,2022-01-24 09:47:00,Chardonnay,5,95.29
178,2022-02-25 20:50:00,Merlot,2,79.7
179,2022-02-08 11:28:00,Cabernet,3,92.74
180,2022-01-09 13:47:00,Merlot,5,62.35
181,2022-02-24 03:35:00,Chardonnay,3,30.15
182,2022-01-29 17:30:00,Merlot,3,20.01
183,2022-03-01 08:38:00,Cabernet,2,13.19
184,2022-01-02 12:02:00,Pinot Noir,1,77.64
185,2022-02-28 06:30:00,Cabernet,1,20.4
186,2022-02-24 18:27:00,Bootleg Red,3,65.87
187,2022-01-31 13:13:00,Chardonnay,3,46.69
188,2022-02-10 18:00:00,Merlot,2,92.98
189,2022-02-06 00:08:00,Cabernet,5,35.42
190,2022-01-11 12:30:00,Pinot Noir,3,24.22
191,2022-02-09 11:03:00,Cabernet,2,66.25
192,2022-03-11 01:08:00,Chardonnay,5,53.63
193,2022-03-07 20:08:00,Merlot,4,58.02
194,2022-03-11 05:21:00,Cabernet,1,89.04
195,2022-02-17 00:04:00,Merlot,5,51.56
196,2022-01-24 19:40:00,Merlot,4,18.21
197,2022-01-11 13:07:00,Pinot Noir,2,82.29
198,2022-01-01 17:57:00,Pinot Noir,5,93.5
199,2022-02-09 15:16:00,Merlot,3,13.76
200,2022-01-03 06:11:00,Bootleg Red,4,27.4
201,2022-01-26 22:34:00,Pinot Noir,1,13.03
202,2022-03-05 01:52:00,Cabernet,4,29.98
203,2022-01-19 02:18:00,Chardonnay,5,21.92
204,2022-01-13 20:10:00,Bootleg Red,2,86.69
205,2022-02-13 09:43:00,Merlot,2,22.68
206,2022-01-23 05:51:00,Chardonnay,2,37.06
207,2022-02-16 06:05:00,Pinot Noir,4,29.72
208,2022-01-03 00:29:00,Merlot,3,56.94
209,2022-03-05 03:13:00,Chardonnay,4,86.96
210,2022-02-12 18:05:00,Chardonnay,3,70.14
211,2022-01-21 04:51:00,Merlot,2,63.85
212,2022-02-25 13:52:00,Bootleg Red,4,87.24
213,2022-02-02 06:36:00,Pinot Noir,2,26.29
214,2022-02-03 03:14:00,Bootleg Red,4,31.26
215,2022-03-10 07:30:00,Bootleg Red,1,91.67
216,2022-01-09 05:43:00,Cabernet,5,74.66
217,2022-02-04 02:26:00,Bootleg Red,3,52.71
218,2022-01-02 15:10:00,Chardonnay,3,78.48
219,2022-02-16 23:58:00,Pinot Noir,3,39.56
220,2022-02-25 22:38:00,Bootleg Red,5,56.33
221,2022-02-01 04:43:00,Bootleg Red,1,58.84
222,2022-03-04 10:28:00,Pinot Noir,1,35.17
223,2022-01-26 07:07:00,Merlot,4,23.28
224,2022-01-10 11:56:00,Pinot Noir,1,73.13
225,2022-02-24 00:14:00,Bootleg Red,5,69.91
226,2022-01-26 19:22:00,Cabernet,5,50.56
227,2022-01-14 04:20:00,Bootleg Red,4,70.53
228,2022-01-15 03:36:00,Pinot Noir,1,53.3
229,2022-01-27 14:03:00,Cabernet,4,83.84
230,2022-01-10 18:16:00,Chardonnay,1,34.65
231,2022-01-01 17:24:00,Merlot,3,94.12
232,2022-02-21 13:26:00,Pinot Noir,5,81.16
233,2022-02-01 00:04:00,Merlot,3,83.0
234,2022-01-21 00:37:00,Merlot,5,63.18
235,2022-03-09 01:47:00,Merlot,1,26.39
236,2022-01-10 06:22:00,Merlot,4,35.61
237,2022-01-10 06:17:00,Merlot,3,83.63
238,2022-02-19 09:33:00,Bootleg Red,1,41.94
239,2022-01-09 10:43:00,Merlot,3,95.37
240,2022-01-30 12:32:00,Chardonnay,3,57.41
241,2022-02-28 18:35:00,Merlot,1,53.0
242,2022-02-24 23:17:00,Pinot Noir,1,92.15
243,2022-01-26 19:53:00,Merlot,4,83.79
244,2022-02-07 13:43:00,Cabernet,3,57.4
245,2022-01-06 05:14:00,Chardonnay,4,22.31
246,2022-01-11 21:40:00,Cabernet,2,31.83
247,2022-02-20 17:45:00,Cabernet,5,24.59
248,2022-01-16 04:05:00,Chardonnay,3,75.02
249,2022-01-22 06:51:00,Chardonnay,4,86.57
250,2022-02-09 01:45:00,Chardonnay,3,29.3
251,2022-02-14 04:15:00,Cabernet,4,47.38
252,2022-01-29 12:43:00,Chardonnay,4,73.07
253,2022-01-07 18:18:00,Merlot,1,88.69
254,2022-02-21 13:08:00,Cabernet,1,74.21
255,2022-02-20 05:55:00,Bootleg Red,1,88.34
256,2022-02-16 13:04:00,Cabernet,5,36.28
257,2022-02-19 14:57:00,Pinot Noir,4,74.64
258,2022-03-01 15:17:00,Pinot Noir,4,57.3
259,2022-03-03 21:41:00,Bootleg Red,3,66.62
260,2022-02-16 07:32:00,Merlot,1,66.4
261,2022-01-23 23:33:00,Cabernet,1,25.15
262,2022-01-03 01:14:00,Cabernet,2,54.71
263,2022-03-04 19:45:00,Cabernet,5,57.02
264,2022-02-18 20:08:00,Bootleg Red,2,84.44
265,2022-03-01 18:49:00,Chardonnay,4,58.63
266,2022-01-13 18:12:00,Merlot,2,15.16
267,2022-02-11 11:23:00,Chardonnay,2,84.65
268,2022-01-10 14:56:00,Pinot Noir,3,54.08
269,2022-01-05 21:08:00,Cabernet,1,74.67
270,2022-01-18 22:52:00,Pinot Noir,1,53.9
271,2022-02-17 07:50:00,Chardonnay,5,82.78
272,2022-02-03 18:54:00,Pinot Noir,5,38.41
273,2022-01-04 04:08:00,Pinot Noir,2,92.4
274,2022-03-02 02:15:00,Merlot,2,32.27
275,2022-01-03 10:35:00,Merlot,1,99.84
276,2022-02-09 07:25:00,Pinot Noir,2,70.03
277,2022-01-12 15:30:00,Bootleg Red,1,34.27
278,2022-02-03 03:07:00,Bootleg Red,2,73.71
279,2022-01-09 01:30:00,Bootleg Red,5,58.51
280,2022-02-19 21:14:00,Cabernet,5,82.79
281,2022-01-18 13:44:00,Cabernet,5,89.89
282,2022-01-28 19:22:00,Cabernet,2,50.6
283,2022-02-17 07:00:00,Cabernet,2,88.0
284,2022-02-28 13:57:00,Cabernet,1,96.14
285,2022-02-24 05:20:00,Cabernet,2,47.52
286,2022-01-08 22:26:00,Chardonnay,5,88.36
287,2022-02-18 07:27:00,Pinot Noir,5,91.9
288,2022-02-08 00:07:00,Chardonnay,5,72.16
289,2022-03-10 20:29:00,Bootleg Red,3,96.52
290,2022-01-11 07:46:00,Chardonnay,1,61.54
291,2022-02-17 11:00:00,Chardonnay,3,55.74
292,2022-01-13 09:26:00,Chardonnay,1,10.27
293,2022-01-07 09:35:00,Cabernet,4,83.93
294,2022-03-05 21:05:00,Chardonnay,1,30.76
295,2022-02-14 18:37:00,Merlot,5,94.56
296,2022-03-07 12:57:00,Bootleg Red,2,18.18
297,2022-01-02 11:51:00,Chardonnay,4,27.8
298,2022-03-08 11:31:00,Chardonnay,2,67.69
299,2022-02-04 22:57:00,Merlot,4,96.26
300,2022-02-12 22:12:00,Cabernet,4,79.44
301,2022-01-02 13:08:00,Cabernet,5,76.22
302,2022-03-11 00:52:00,Merlot,3,71.26
303,2022-03-08 08:34:00,Merlot,2,69.19
304,2022-02-12 09:40:00,Chardonnay,4,70.48
305,2022-02-20 21:23:00,Cabernet,2,40.1
306,2022-01-11 23:02:00,Merlot,3,71.05
307,2022-01-15 14:43:00,Chardonnay,1,13.28
308,2022-01-05 19:21:00,Pinot Noir,3,28.91
309,2022-03-02 23:05:00,Chardonnay,2,37.36
310,2022-02-02 07:13:00,Bootleg Red,2,12.77
311,2022-02-10 00:27:00,Chardonnay,5,18.32
312,2022-01-18 11:35:00,Chardonnay,3,48.95
313,2022-01-23 18:05:00,Merlot,1,65.9
314,2022-01-04 17:17:00,Cabernet,2,77.59
315,2022-02-26 23:42:00,Chardonnay,5,79.47
316,2022-03-05 14:53:00,Chardonnay,3,78.9
317,2022-02-02 12:39:00,Cabernet,5,45.26
318,2022-02-05 10:04:00,Bootleg Red,3,97.8
319,2022-02-22 13:55:00,Pinot Noir,2,36.81
320,2022-01-13 18:57:00,Bootleg Red,3,33.99
321,2022-01-15 22:27:00,Cabernet,4,11.26
322,2022-02-06 09:51:00,Chardonnay,4,99.61
323,2022-01-27 08:32:00,Pinot Noir,2,36.53
324,2022-02-09 17:13:00,Pinot Noir,4,85.32
325,2022-01-26 06:30:00,Bootleg Red,3,91.59
326,2022-02-24 04:26:00,Merlot,3,40.07
327,2022-02-07 05:51:00,Merlot,3,67.4
328,2022-02-05 03:00:00,Merlot,4,50.16
329,2022-03-10 03:40:00,Cabernet,4,68.24
330,2022-01-07 03:22:00,Pinot Noir,1,43.95
331,2022-01-15 05:49:00,Bootleg Red,3,75.74
332,2022-02-06 07:47:00,Merlot,2,66.46
333,2022-01-25 20:52:00,Bootleg Red,3,69.91
334,2022-01-05 03:02:00,Cabernet,1,67.98
335,2022-03-03 00:29:00,Chardonnay,1,99.07
336,2022-02-28 16:14:00,Merlot,2,98.9
337,2022-02-21 08:36:00,Cabernet,2,32.96
338,2022-01-27 16:56:00,Bootleg Red,4,56.19
339,2022-03-08 05:51:00,Cabernet,5,82.67
340,2022-01-17 08:35:00,Bootleg Red,3,92.17
341,2022-02-20 17:23:00,Pinot Noir,3,60.18
342,2022-02-08 13:47:00,Bootleg Red,2,94.54
343,2022-01-14 06:12:00,Cabernet,2,92.07
344,2022-02-10 16:23:00,Cabernet,4,96.74
345,2022-01-03 14:05:00,Bootleg Red,5,30.96
346,2022-02-15 07:28:00,Pinot Noir,2,68.94
347,2022-01-17 02:14:00,Bootleg Red,1,61.21
348,2022-02-11 00:40:00,Chardonnay,3,71.37
349,2022-03-06 19:08:00,Cabernet,5,92.45
350,2022-01-30 16:30:00,Pinot Noir,3,20.87
351,2022-01-28 00:25:00,Bootleg Red,3,99.59
352,2022-03-05 23:42:00,Cabernet,2,74.33
353,2022-03-05 12:35:00,Chardonnay,2,22.91
354,2022-02-14 19:00:00,Pinot Noir,3,71.24
355,2022-01-01 19:31:00,Cabernet,4,97.89
356,2022-01-08 02:52:00,Merlot,5,68.14
357,2022-02-07 18:41:00,Merlot,3,18.85
358,2022-02-05 19:52:00,Cabernet,3,73.38
359,2022-01-26 03:43:00,Merlot,1,87.36
360,2022-01-10 21:36:00,Bootleg Red,4,45.83
361,2022-02-09 23:13:00,Chardonnay,5,27.74
362,2022-02-08 14:39:00,Bootleg Red,1,77.02
363,2022-02-01 22:50:00,Pinot Noir,2,18.44
364,2022-02-25 22:39:00,Merlot,5,90.95
365,2022-01-06 20:03:00,Bootleg Red,2,19.91
366,2022-02-01 07:15:00,Cabernet,3,70.95
367,2022-02-13 15:40:00,Chardonnay,5,64.23
368,2022-02-17 23:55:00,Chardonnay,4,69.43
369,2022-02-27 09:43:00,Merlot,4,42.57
370,2022-02-15 08:13:00,Cabernet,4,63.81
371,2022-01-18 17:45:00,Pinot Noir,4,72.01
372,2022-02-09 19:32:00,Pinot Noir,4,39.11
373,2022-02-06 10:02:00,Chardonnay,3,16.28
374,2022-01-16 20:57:00,Merlot,3,64.74
375,2022-01-03 00:06:00,Pinot Noir,1,98.47
376,2022-01-03 18:31:00,Pinot Noir,3,78.52
377,2022-02-04 03:56:00,Pinot Noir,5,67.61
378,2022-01-25 08:06:00,Bootleg Red,2,21.07
379,2022-03-08 03:01:00,Bootleg Red,4,56.84
380,2022-03-04 07:07:00,Cabernet,2,10.64
381,2022-01-17 23:47:00,Cabernet,3,32.99
382,2022-01-27 09:51:00,Pinot Noir,2,45.5
383,2022-03-01 04:18:00,Chardonnay,1,76.91
384,2022-01-20 22:32:00,Pinot Noir,5,38.95
385,2022-01-11 14:39:00,Merlot,2,35.36
386,2022-01-13 02:01:00,Chardonnay,5,48.96
387,2022-01-27 22:35:00,Merlot,5,35.22
388,2022-01-01 19:20:00,Cabernet,4,91.8
389,2022-01-13 22:14:00,Pinot Noir,1,96.26
390,2022-02-07 04:20:00,Merlot,4,83.99
391,2022-02-03 15:30:00,Bootleg Red,1,71.66
392,2022-02-04 12:33:00,Merlot,2,35.27
393,2022-01-09 07:08:00,Chardonnay,2,95.69
394,2022-02-06 01:47:00,Merlot,1,21.92
395,2022-02-14 08:24:00,Merlot,3,83.51
396,2022-03-01 06:08:00,Bootleg Red,1,55.86
397,2022-01-02 08:40:00,Bootleg Red,3,83.33
398,2022-01-08 18:35:00,Bootleg Red,4,84.04
399,2022-01-18 05:40:00,Chardonnay,4,18.97
400,2022-01-23 22:26:00,Cabernet,3,38.9
401,2022-02-24 05:42:00,Chardonnay,4,95.25
402,2022-02-10 17:36:00,Pinot Noir,4,95.78
403,2022-01-30 10:32:00,Chardonnay,4,71.36
404,2022-03-03 08:02:00,Cabernet,3,90.55
405,2022-01-19 00:55:00,Cabernet,5,67.44
406,2022-01-07 01:08:00,Pinot Noir,4,79.21
407,2022-02-28 10:02:00,Chardonnay,1,20.01
408,2022-01-17 20:53:00,Bootleg Red,1,59.35
409,2022-01-13 19:08:00,Merlot,2,97.77
410,2022-02-24 04:03:00,Pinot Noir,5,53.4
411,2022-02-13 23:18:00,Bootleg Red,3,23.02
412,2022-03-01 02:45:00,Cabernet,4,10.32
413,2022-02-01 20:15:00,Chardonnay,1,50.99
414,2022-01-18 14:37:00,Pinot Noir,4,38.62
415,2022-01-13 23:13:00,Cabernet,3,15.0
416,2022-01-01 01:27:00,Pinot Noir,1,35.44
417,2022-02-03 21:41:00,Bootleg Red,1,68.0
418,2022-01-18 15:53:00,Bootleg Red,1,81.75
419,2022-01-25 10:40:00,Pinot Noir,1,68.88
420,2022-02-15 13:33:00,Bootleg Red,5,21.37
421,2022-03-01 15:17:00,Chardonnay,4,98.62
422,2022-02-12 17:12:00,Pinot Noir,1,60.64
423,2022-02-22 17:02:00,Pinot Noir,4,49.78
424,2022-01-29 01:12:00,Bootleg Red,1,32.57
425,2022-02-28 06:34:00,Chardonnay,4,58.24
426,2022-02-18 13:30:00,Pinot Noir,1,72.15
427,2022-02-06 04:01:00,Chardonnay,2,94.89
428,2022-02-25 12:08:00,Bootleg Red,4,26.07
429,2022-02-12 05:50:00,Pinot Noir,5,92.81
430,2022-02-07 00:31:00,Bootleg Red,1,85.18
431,2022-02-06 08:29:00,Cabernet,2,39.67
432,2022-02-24 01:11:00,Pinot Noir,1,41.4
433,2022-01-31 00:10:00,Chardonnay,2,72.52
434,2022-01-01 04:16:00,Cabernet,1,75.94
435,2022-02-25 00:36:00,Chardonnay,2,28.04
436,2022-01-29 20:12:00,Bootleg Red,3,10.72
437,2022-02-05 14:48:00,Cabernet,4,81.15
438,2022-01-23 10:52:00,Chardonnay,3,26.83
439,2022-01-19 06:52:00,Merlot,1,79.83
440,2022-01-17 03:03:00,Cabernet,1,33.96
441,2022-01-14 10:42:00,Merlot,4,13.39
442,2022-01-04 16:54:00,Bootleg Red,1,100.0
443,2022-02-14 15:21:00,Cabernet,3,79.06
444,2022-02-17 12:38:00,Bootleg Red,5,95.26
445,2022-02-26 13:56:00,Pinot Noir,3,69.42
446,2022-01-23 08:56:00,Pinot Noir,3,22.9
447,2022-01-31 02:31:00,Pinot Noir,1,78.7
448,2022-02-13 23:15:00,Bootleg Red,4,92.78
449,2022-02-26 06:53:00,Cabernet,5,50.49
450,2022-01-16 00:48:00,Bootleg Red,2,48.16
451,2022-02-04 22:24:00,Chardonnay,3,95.77
452,2022-02-09 14:53:00,Cabernet,1,31.78
453,2022-02-25 10:36:00,Bootleg Red,5,36.45
454,2022-01-16 21:40:00,Merlot,4,51.87
455,2022-02-20 19:36:00,Chardonnay,3,36.6
456,2022-02-23 17:47:00,Merlot,2,84.32
457,2022-01-13 16:56:00,Cabernet,5,49.54
458,2022-01-13 12:07:00,Merlot,3,48.92
459,2022-01-12 17:48:00,Cabernet,4,70.15
460,2022-02-24 12:04:00,Cabernet,1,24.7
461,2022-02-13 09:45:00,Bootleg Red,3,98.42
462,2022-01-05 17:53:00,Merlot,2,93.18
463,2022-02-09 08:39:00,Bootleg Red,3,17.38
464,2022-01-14 19:55:00,Merlot,5,82.62
465,2022-01-11 08:28:00,Chardonnay,2,96.74
466,2022-02-16 12:26:00,Chardonnay,4,93.85
467,2022-01-16 21:43:00,Cabernet,1,26.66
468,2022-02-28 02:26:00,Chardonnay,3,80.51
469,2022-01-05 09:54:00,Cabernet,2,56.85
470,2022-02-07 00:41:00,Pinot Noir,1,58.9
471,2022-02-01 23:39:00,Pinot Noir,3,55.29
472,2022-02-21 11:43:00,Cabernet,1,10.52
473,2022-01-07 22:59:00,Merlot,4,12.01
474,2022-02-21 06:27:00,Cabernet,1,49.37
475,2022-01-04 03:08:00,Bootleg Red,1,32.32
476,2022-01-18 17:31:00,Merlot,1,65.91
477,2022-01-26 03:41:00,Bootleg Red,1,35.01
478,2022-01-22 09:53:00,Pinot Noir,5,40.27
479,2022-01-15 08:45:00,Cabernet,2,33.97
480,2022-02-04 12:55:00,Pinot Noir,4,99.33
481,2022-01-08 03:19:00,Merlot,4,60.82
482,2022-01-11 03:29:00,Chardonnay,5,58.62
483,2022-01-15 02:16:00,Cabernet,2,24.75
484,2022-01-23 03:41:00,Cabernet,3,62.68
485,2022-01-07 04:25:00,Merlot,2,57.31
486,2022-03-02 00:53:00,Pinot Noir,5,58.15
487,2022-02-07 06:07:00,Cabernet,1,55.48
488,2022-01-14 20:12:00,Merlot,4,13.31
489,2022-02-13 17:42:00,Cabernet,1,53.42
490,2022-02-02 16:05:00,Bootleg Red,1,10.45
491,2022-01-14 23:41:00,Merlot,5,14.93
492,2022-02-18 03:12:00,Pinot Noir,5,54.34
493,2022-03-09 11:32:00,Cabernet,3,51.47
494,2022-02-03 12:19:00,Chardonnay,1,36.15
495,2022-01-30 01:45:00,Bootleg Red,1,59.67
496,2022-02-04 17:59:00,Pinot Noir,5,47.38
497,2022-01-15 16:27:00,Merlot,2,67.4
498,2022-02-11 23:27:00,Pinot Noir,1,24.76
499,2022-01-29 12:15:00,Bootleg Red,5,15.68
500,2022-02-09 23:27:00,Chardonnay,2,16.65
501,2022-02-20 21:09:00,Merlot,4,27.47
502,2022-03-11 10:23:00,Pinot Noir,2,12.23
503,2022-02-28 10:32:00,Pinot Noir,3,32.75
