sale_id,timestamp,product,quantity,price,day_of_week
156,2022-01-20 20:04:00,Pinot Noir,1,58.03,Thursday
157,2022-02-10 16:16:00,Merlot,1,71.85,Thursday
158,2022-01-17 05:47:00,Cabernet,2,40.83,Monday
159,2022-02-04 19:58:00,Chardonnay,3,99.13,Friday
160,2022-01-12 21:26:00,Merlot,5,23.16,Wednesday
161,2022-02-14 16:21:00,Cabernet,2,90.04,Monday
162,2022-02-06 11:29:00,Merlot,4,14.93,Sunday
163,2022-01-20 04:20:00,Pinot Noir,2,25.56,Thursday
164,2022-01-30 12:13:00,Chardonnay,4,33.77,Sunday
165,2022-01-23 15:14:00,Pinot Noir,3,16.97,Sunday
166,2022-01-26 06:09:00,Merlot,3,16.47,Wednesday
167,2022-01-08 03:51:00,Merlot,4,39.99,Saturday
168,2022-03-10 16:22:00,Chardonnay,4,66.17,Thursday
169,2022-01-29 01:47:00,Cabernet,5,86.67,Saturday
170,2022-02-27 00:17:00,Cabernet,3,45.91,Sunday
171,2022-01-15 07:17:00,Cabernet,1,50.96,Saturday
172,2022-03-06 01:25:00,Bootleg Red,2,96.24,Sunday
173,2022-01-09 00:35:00,Pinot Noir,5,11.37,Sunday
174,2022-01-22 04:51:00,Pinot Noir,4,32.52,Saturday
175,2022-01-08 19:17:00,Cabernet,4,21.92,Saturday
176,2022-01-04 08:13:00,Bootleg Red,2,74.81,Tuesday
177,2022-01-24 09:47:00,Chardonnay,5,95.29,Monday
178,2022-02-25 20:50:00,Merlot,2,79.7,Friday
179,2022-02-08 11:28:00,Cabernet,3,92.74,Tuesday
180,2022-01-09 13:47:00,Merlot,5,62.35,Sunday
181,2022-02-24 03:35:00,Chardonnay,3,30.15,Thursday
182,2022-01-29 17:30:00,Merlot,3,20.01,Saturday
183,2022-03-01 08:38:00,Cabernet,2,13.19,Tuesday
184,2022-01-02 12:02:00,Pinot Noir,1,77.64,Sunday
185,2022-02-28 06:30:00,Cabernet,1,20.4,Monday
186,2022-02-24 18:27:00,Bootleg Red,3,65.87,Thursday
187,2022-01-31 13:13:00,Chardonnay,3,46.69,Monday
188,2022-02-10 18:00:00,Merlot,2,92.98,Thursday
189,2022-02-06 00:08:00,Cabernet,5,35.42,Sunday
190,2022-01-11 12:30:00,Pinot Noir,3,24.22,Tuesday
191,2022-02-09 11:03:00,Cabernet,2,66.25,Wednesday
192,2022-03-11 01:08:00,Chardonnay,5,53.63,Friday
193,2022-03-07 20:08:00,Merlot,4,58.02,Monday
194,2022-03-11 05:21:00,Cabernet,1,89.04,Friday
195,2022-02-17 00:04:00,Merlot,5,51.56,Thursday
196,2022-01-24 19:40:00,Merlot,4,18.21,Monday
197,2022-01-11 13:07:00,Pinot Noir,2,82.29,Tuesday
198,2022-01-01 17:57:00,Pinot Noir,5,93.5,Saturday
199,2022-02-09 15:16:00,Merlot,3,13.76,Wednesday
200,2022-01-03 06:11:00,Bootleg Red,4,27.4,Monday
201,2022-01-26 22:34:00,Pinot Noir,1,13.03,Wednesday
202,2022-03-05 01:52:00,Cabernet,4,29.98,Saturday
203,2022-01-19 02:18:00,Chardonnay,5,21.92,Wednesday
204,2022-01-13 20:10:00,Bootleg Red,2,86.69,Thursday
205,2022-02-13 09:43:00,Merlot,2,22.68,Sunday
206,2022-01-23 05:51:00,Chardonnay,2,37.06,Sunday
207,2022-02-16 06:05:00,Pinot Noir,4,29.72,Wednesday
208,2022-01-03 00:29:00,Merlot,3,56.94,Monday
209,2022-03-05 03:13:00,Chardonnay,4,86.96,Saturday
210,2022-02-12 18:05:00,Chardonnay,3,70.14,Saturday
211,2022-01-21 04:51:00,Merlot,2,63.85,Friday
212,2022-02-25 13:52:00,Bootleg Red,4,87.24,Friday
213,2022-02-02 06:36:00,Pinot Noir,2,26.29,Wednesday
214,2022-02-03 03:14:00,Bootleg Red,4,31.26,Thursday
215,2022-03-10 07:30:00,Bootleg Red,1,91.67,Thursday
216,2022-01-09 05:43:00,Cabernet,5,74.66,Sunday
217,2022-02-04 02:26:00,Bootleg Red,3,52.71,Friday
218,2022-01-02 15:10:00,Chardonnay,3,78.48,Sunday
219,2022-02-16 23:58:00,Pinot Noir,3,39.56,Wednesday
220,2022-02-25 22:38:00,Bootleg Red,5,56.33,Friday
221,2022-02-01 04:43:00,Bootleg Red,1,58.84,Tuesday
222,2022-03-04 10:28:00,Pinot Noir,1,35.17,Friday
223,2022-01-26 07:07:00,Merlot,4,23.28,Wednesday
224,2022-01-10 11:56:00,Pinot Noir,1,73.13,Monday
225,2022-02-24 00:14:00,Bootleg Red,5,69.91,Thursday
226,2022-01-26 19:22:00,Cabernet,5,50.56,Wednesday
227,2022-01-14 04:20:00,Bootleg Red,4,70.53,Friday
228,2022-01-15 03:36:00,Pinot Noir,1,53.3,Saturday
229,2022-01-27 14:03:00,Cabernet,4,83.84,Thursday
230,2022-01-10 18:16:00,Chardonnay,1,34.65,Monday
231,2022-01-01 17:24:00,Merlot,3,94.12,Saturday
232,2022-02-21 13:26:00,Pinot Noir,5,81.16,Monday
233,2022-02-01 00:04:00,Merlot,3,83.0,Tuesday
234,2022-01-21 00:37:00,Merlot,5,63.18,Friday
235,2022-03-09 01:47:00,Merlot,1,26.39,Wednesday
236,2022-01-10 06:22:00,Merlot,4,35.61,Monday
237,2022-01-10 06:17:00,Merlot,3,83.63,Monday
238,2022-02-19 09:33:00,Bootleg Red,1,41.94,Saturday
239,2022-01-09 10:43:00,Merlot,3,95.37,Sunday
240,2022-01-30 12:32:00,Chardonnay,3,57.41,Sunday
241,2022-02-28 18:35:00,Merlot,1,53.0,Monday
242,2022-02-24 23:17:00,Pinot Noir,1,92.15,Thursday
243,2022-01-26 19:53:00,Merlot,4,83.79,Wednesday
244,2022-02-07 13:43:00,Cabernet,3,57.4,Monday
245,2022-01-06 05:14:00,Chardonnay,4,22.31,Thursday
246,2022-01-11 21:40:00,Cabernet,2,31.83,Tuesday
247,2022-02-20 17:45:00,Cabernet,5,24.59,Sunday
248,2022-01-16 04:05:00,Chardonnay,3,75.02,Sunday
249,2022-01-22 06:51:00,Chardonnay,4,86.57,Saturday
250,2022-02-09 01:45:00,Chardonnay,3,29.3,Wednesday
251,2022-02-14 04:15:00,Cabernet,4,47.38,Monday
252,2022-01-29 12:43:00,Chardonnay,4,73.07,Saturday
253,2022-01-07 18:18:00,Merlot,1,88.69,Friday
254,2022-02-21 13:08:00,Cabernet,1,74.21,Monday
255,2022-02-20 05:55:00,Bootleg Red,1,88.34,Sunday
256,2022-02-16 13:04:00,Cabernet,5,36.28,Wednesday
257,2022-02-19 14:57:00,Pinot Noir,4,74.64,Saturday
258,2022-03-01 15:17:00,Pinot Noir,4,57.3,Tuesday
259,2022-03-03 21:41:00,Bootleg Red,3,66.62,Thursday
260,2022-02-16 07:32:00,Merlot,1,66.4,Wednesday
261,2022-01-23 23:33:00,Cabernet,1,25.15,Sunday
262,2022-01-03 01:14:00,Cabernet,2,54.71,Monday
263,2022-03-04 19:45:00,Cabernet,5,57.02,Friday
264,2022-02-18 20:08:00,Bootleg Red,2,84.44,Friday
265,2022-03-01 18:49:00,Chardonnay,4,58.63,Tuesday
266,2022-01-13 18:12:00,Merlot,2,15.16,Thursday
267,2022-02-11 11:23:00,Chardonnay,2,84.65,Friday
268,2022-01-10 14:56:00,Pinot Noir,3,54.08,Monday
269,2022-01-05 21:08:00,Cabernet,1,74.67,Wednesday
270,2022-01-18 22:52:00,Pinot Noir,1,53.9,Tuesday
271,2022-02-17 07:50:00,Chardonnay,5,82.78,Thursday
272,2022-02-03 18:54:00,Pinot Noir,5,38.41,Thursday
273,2022-01-04 04:08:00,Pinot Noir,2,92.4,Tuesday
274,2022-03-02 02:15:00,Merlot,2,32.27,Wednesday
275,2022-01-03 10:35:00,Merlot,1,99.84,Monday
276,2022-02-09 07:25:00,Pinot Noir,2,70.03,Wednesday
277,2022-01-12 15:30:00,Bootleg Red,1,34.27,Wednesday
278,2022-02-03 03:07:00,Bootleg Red,2,73.71,Thursday
279,2022-01-09 01:30:00,Bootleg Red,5,58.51,Sunday
280,2022-02-19 21:14:00,Cabernet,5,82.79,Saturday
281,2022-01-18 13:44:00,Cabernet,5,89.89,Tuesday
282,2022-01-28 19:22:00,Cabernet,2,50.6,Friday
283,2022-02-17 07:00:00,Cabernet,2,88.0,Thursday
284,2022-02-28 13:57:00,Cabernet,1,96.14,Monday
285,2022-02-24 05:20:00,Cabernet,2,47.52,Thursday
286,2022-01-08 22:26:00,Chardonnay,5,88.36,Saturday
287,2022-02-18 07:27:00,Pinot Noir,5,91.9,Friday
288,2022-02-08 00:07:00,Chardonnay,5,72.16,Tuesday
289,2022-03-10 20:29:00,Bootleg Red,3,96.52,Thursday
290,2022-01-11 07:46:00,Chardonnay,1,61.54,Tuesday
291,2022-02-17 11:00:00,Chardonnay,3,55.74,Thursday
292,2022-01-13 09:26:00,Chardonnay,1,10.27,Thursday
293,2022-01-07 09:35:00,Cabernet,4,83.93,Friday
294,2022-03-05 21:05:00,Chardonnay,1,30.76,Saturday
295,2022-02-14 18:37:00,Merlot,5,94.56,Monday
296,2022-03-07 12:57:00,Bootleg Red,2,18.18,Monday
297,2022-01-02 11:51:00,Chardonnay,4,27.8,Sunday
298,2022-03-08 11:31:00,Chardonnay,2,67.69,Tuesday
299,2022-02-04 22:57:00,Merlot,4,96.26,Friday
300,2022-02-12 22:12:00,Cabernet,4,79.44,Saturday
301,2022-01-02 13:08:00,Cabernet,5,76.22,Sunday
302,2022-03-11 00:52:00,Merlot,3,71.26,Friday
303,2022-03-08 08:34:00,Merlot,2,69.19,Tuesday
304,2022-02-12 09:40:00,Chardonnay,4,70.48,Saturday
305,2022-02-20 21:23:00,Cabernet,2,40.1,Sunday
306,2022-01-11 23:02:00,Merlot,3,71.05,Tuesday
307,2022-01-15 14:43:00,Chardonnay,1,13.28,Saturday
308,2022-01-05 19:21:00,Pinot Noir,3,28.91,Wednesday
309,2022-03-02 23:05:00,Chardonnay,2,37.36,Wednesday
310,2022-02-02 07:13:00,Bootleg Red,2,12.77,Wednesday
311,2022-02-10 00:27:00,Chardonnay,5,18.32,Thursday
312,2022-01-18 11:35:00,Chardonnay,3,48.95,Tuesday
313,2022-01-23 18:05:00,Merlot,1,65.9,Sunday
314,2022-01-04 17:17:00,Cabernet,2,77.59,Tuesday
315,2022-02-26 23:42:00,Chardonnay,5,79.47,Saturday
316,2022-03-05 14:53:00,Chardonnay,3,78.9,Saturday
317,2022-02-02 12:39:00,Cabernet,5,45.26,Wednesday
318,2022-02-05 10:04:00,Bootleg Red,3,97.8,Saturday
319,2022-02-22 13:55:00,Pinot Noir,2,36.81,Tuesday
320,2022-01-13 18:57:00,Bootleg Red,3,33.99,Thursday
321,2022-01-15 22:27:00,Cabernet,4,11.26,Saturday
322,2022-02-06 09:51:00,Chardonnay,4,99.61,Sunday
323,2022-01-27 08:32:00,Pinot Noir,2,36.53,Thursday
324,2022-02-09 17:13:00,Pinot Noir,4,85.32,Wednesday
325,2022-01-26 06:30:00,Bootleg Red,3,91.59,Wednesday
326,2022-02-24 04:26:00,Merlot,3,40.07,Thursday
327,2022-02-07 05:51:00,Merlot,3,67.4,Monday
328,2022-02-05 03:00:00,Merlot,4,50.16,Saturday
329,2022-03-10 03:40:00,Cabernet,4,68.24,Thursday
330,2022-01-07 03:22:00,Pinot Noir,1,43.95,Friday
331,2022-01-15 05:49:00,Bootleg Red,3,75.74,Saturday
332,2022-02-06 07:47:00,Merlot,2,66.46,Sunday
333,2022-01-25 20:52:00,Bootleg Red,3,69.91,Tuesday
334,2022-01-05 03:02:00,Cabernet,1,67.98,Wednesday
335,2022-03-03 00:29:00,Chardonnay,1,99.07,Thursday
336,2022-02-28 16:14:00,Merlot,2,98.9,Monday
337,2022-02-21 08:36:00,Cabernet,2,32.96,Monday
338,2022-01-27 16:56:00,Bootleg Red,4,56.19,Thursday
339,2022-03-08 05:51:00,Cabernet,5,82.67,Tuesday
340,2022-01-17 08:35:00,Bootleg Red,3,92.17,Monday
341,2022-02-20 17:23:00,Pinot Noir,3,60.18,Sunday
342,2022-02-08 13:47:00,Bootleg Red,2,94.54,Tuesday
343,2022-01-14 06:12:00,Cabernet,2,92.07,Friday
344,2022-02-10 16:23:00,Cabernet,4,96.74,Thursday
345,2022-01-03 14:05:00,Bootleg Red,5,30.96,Monday
346,2022-02-15 07:28:00,Pinot Noir,2,68.94,Tuesday
347,2022-01-17 02:14:00,Bootleg Red,1,61.21,Monday
348,2022-02-11 00:40:00,Chardonnay,3,71.37,Friday
349,2022-03-06 19:08:00,Cabernet,5,92.45,Sunday
350,2022-01-30 16:30:00,Pinot Noir,3,20.87,Sunday
351,2022-01-28 00:25:00,Bootleg Red,3,99.59,Friday
352,2022-03-05 23:42:00,Cabernet,2,74.33,Saturday
353,2022-03-05 12:35:00,Chardonnay,2,22.91,Saturday
354,2022-02-14 19:00:00,Pinot Noir,3,71.24,Monday
355,2022-01-01 19:31:00,Cabernet,4,97.89,Saturday
356,2022-01-08 02:52:00,Merlot,5,68.14,Saturday
357,2022-02-07 18:41:00,Merlot,3,18.85,Monday
358,2022-02-05 19:52:00,Cabernet,3,73.38,Saturday
359,2022-01-26 03:43:00,Merlot,1,87.36,Wednesday
360,2022-01-10 21:36:00,Bootleg Red,4,45.83,Monday
361,2022-02-09 23:13:00,Chardonnay,5,27.74,Wednesday
362,2022-02-08 14:39:00,Bootleg Red,1,77.02,Tuesday
363,2022-02-01 22:50:00,Pinot Noir,2,18.44,Tuesday
364,2022-02-25 22:39:00,Merlot,5,90.95,Friday
365,2022-01-06 20:03:00,Bootleg Red,2,19.91,Thursday
366,2022-02-01 07:15:00,Cabernet,3,70.95,Tuesday
367,2022-02-13 15:40:00,Chardonnay,5,64.23,Sunday
368,2022-02-17 23:55:00,Chardonnay,4,69.43,Thursday
369,2022-02-27 09:43:00,Merlot,4,42.57,Sunday
370,2022-02-15 08:13:00,Cabernet,4,63.81,Tuesday
371,2022-01-18 17:45:00,Pinot Noir,4,72.01,Tuesday
372,2022-02-09 19:32:00,Pinot Noir,4,39.11,Wednesday
373,2022-02-06 10:02:00,Chardonnay,3,16.28,Sunday
374,2022-01-16 20:57:00,Merlot,3,64.74,Sunday
375,2022-01-03 00:06:00,Pinot Noir,1,98.47,Monday
376,2022-01-03 18:31:00,Pinot Noir,3,78.52,Monday
377,2022-02-04 03:56:00,Pinot Noir,5,67.61,Friday
378,2022-01-25 08:06:00,Bootleg Red,2,21.07,Tuesday
379,2022-03-08 03:01:00,Bootleg Red,4,56.84,Tuesday
380,2022-03-04 07:07:00,Cabernet,2,10.64,Friday
381,2022-01-17 23:47:00,Cabernet,3,32.99,Monday
382,2022-01-27 09:51:00,Pinot Noir,2,45.5,Thursday
383,2022-03-01 04:18:00,Chardonnay,1,76.91,Tuesday
384,2022-01-20 22:32:00,Pinot Noir,5,38.95,Thursday
385,2022-01-11 14:39:00,Merlot,2,35.36,Tuesday
386,2022-01-13 02:01:00,Chardonnay,5,48.96,Thursday
387,2022-01-27 22:35:00,Merlot,5,35.22,Thursday
388,2022-01-01 19:20:00,Cabernet,4,91.8,Saturday
389,2022-01-13 22:14:00,Pinot Noir,1,96.26,Thursday
390,2022-02-07 04:20:00,Merlot,4,83.99,Monday
391,2022-02-03 15:30:00,Bootleg Red,1,71.66,Thursday
392,2022-02-04 12:33:00,Merlot,2,35.27,Friday
393,2022-01-09 07:08:00,Chardonnay,2,95.69,Sunday
394,2022-02-06 01:47:00,Merlot,1,21.92,Sunday
395,2022-02-14 08:24:00,Merlot,3,83.51,Monday
396,2022-03-01 06:08:00,Bootleg Red,1,55.86,Tuesday
397,2022-01-02 08:40:00,Bootleg Red,3,83.33,Sunday
398,2022-01-08 18:35:00,Bootleg Red,4,84.04,Saturday
399,2022-01-18 05:40:00,Chardonnay,4,18.97,Tuesday
400,2022-01-23 22:26:00,Cabernet,3,38.9,Sunday
401,2022-02-24 05:42:00,Chardonnay,4,95.25,Thursday
402,2022-02-10 17:36:00,Pinot Noir,4,95.78,Thursday
403,2022-01-30 10:32:00,Chardonnay,4,71.36,Sunday
404,2022-03-03 08:02:00,Cabernet,3,90.55,Thursday
405,2022-01-19 00:55:00,Cabernet,5,67.44,Wednesday
406,2022-01-07 01:08:00,Pinot Noir,4,79.21,Friday
407,2022-02-28 10:02:00,Chardonnay,1,20.01,Monday
408,2022-01-17 20:53:00,Bootleg Red,1,59.35,Monday
409,2022-01-13 19:08:00,Merlot,2,97.77,Thursday
410,2022-02-24 04:03:00,Pinot Noir,5,53.4,Thursday
411,2022-02-13 23:18:00,Bootleg Red,3,23.02,Sunday
412,2022-03-01 02:45:00,Cabernet,4,10.32,Tuesday
413,2022-02-01 20:15:00,Chardonnay,1,50.99,Tuesday
414,2022-01-18 14:37:00,Pinot Noir,4,38.62,Tuesday
415,2022-01-13 23:13:00,Cabernet,3,15.0,Thursday
416,2022-01-01 01:27:00,Pinot Noir,1,35.44,Saturday
417,2022-02-03 21:41:00,Bootleg Red,1,68.0,Thursday
418,2022-01-18 15:53:00,Bootleg Red,1,81.75,Tuesday
419,2022-01-25 10:40:00,Pinot Noir,1,68.88,Tuesday
420,2022-02-15 13:33:00,Bootleg Red,5,21.37,Tuesday
421,2022-03-01 15:17:00,Chardonnay,4,98.62,Tuesday
422,2022-02-12 17:12:00,Pinot Noir,1,60.64,Saturday
423,2022-02-22 17:02:00,Pinot Noir,4,49.78,Tuesday
424,2022-01-29 01:12:00,Bootleg Red,1,32.57,Saturday
425,2022-02-28 06:34:00,Chardonnay,4,58.24,Monday
426,2022-02-18 13:30:00,Pinot Noir,1,72.15,Friday
